Incident Type;Hazards;Hazard Paths;Origins;Date
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;12-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;12-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;12-6-2023
border rejection;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;pakistan;9-6-2023
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;pakistan;8-6-2023
border rejection;chlorpyrifos, acetamiprid;pesticides > organophosphate > chlorpyrifos, pesticides > neonicotinoid > acetamiprid;pakistan;8-6-2023
border rejection;inspection certificate  issues;smuggling > inspection issues > inspection certificate  issues;china;8-6-2023
alert;tropane alkaloids;biocontaminants > tropane alkaloids;sweden, unknown origin;8-6-2023
border rejection;pesticides;pesticides;pakistan;7-6-2023
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;pakistan;7-6-2023
alert;scopolamine;biocontaminants > tropane alkaloids > scopolamine;france;7-6-2023
border rejection;tebuconazole, acetamiprid;pesticides > triazole > tebuconazole, pesticides > neonicotinoid > acetamiprid;pakistan;7-6-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;slovakia;6-6-2023
border rejection;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;pakistan;6-6-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;switzerland;6-6-2023
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;vietnam;5-6-2023
border rejection;pesticides;pesticides;pakistan;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;pesticides;pesticides;pakistan;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;2-6-2023
alert;moulds;non-pathogenic microorganisms > moulds;japan;2-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;mexico;2-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
alert;packaging defect;;japan;2-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;2-6-2023
alert;molluscs and products thereof;molluscs and products thereof;netherlands;1-6-2023
border rejection;pesticides;pesticides;pakistan;1-6-2023
border rejection;misbranding, incorrect labeling, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > incorrect labeling, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;ethiopia;1-6-2023
alert;milk and products thereof;milk and products thereof;united kingdom;1-6-2023
border rejection;pesticides;pesticides;pakistan;1-6-2023
border rejection;pesticides;pesticides;pakistan;1-6-2023
border rejection;pesticides;pesticides;pakistan;1-6-2023
alert;aflatoxin b1, aflatoxin b2, aflatoxin g1, aflatoxin g2;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2, mycotoxin > aflatoxin > aflatoxin g1, mycotoxin > aflatoxin > aflatoxin g2;turkey;1-6-2023
alert;aflatoxin b1, aflatoxin b2, aflatoxin g1, aflatoxin g2;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2, mycotoxin > aflatoxin > aflatoxin g1, mycotoxin > aflatoxin > aflatoxin g2;turkey;1-6-2023
border rejection;pesticides;pesticides;pakistan;31-5-2023
alert;incorrect expiry date;labelling/misdescription > incorrect expiry date;japan;30-5-2023
border rejection;pesticides;pesticides;pakistan;30-5-2023
alert;labelling/misdescription;labelling/misdescription;japan;26-5-2023
alert;other packaging issues;;japan;26-5-2023
alert;fraud - expiry dates changed;labelling/misdescription > fraud - expiry dates changed;france;26-5-2023
alert;fraud - expiry dates changed;labelling/misdescription > fraud - expiry dates changed;france;26-5-2023
border rejection;foreign bodies;;pakistan;26-5-2023
border rejection;tricyclazole, thiamethoxam;pesticides > tricyclazole, pesticides > neonicotinoid > thiamethoxam;india;26-5-2023
alert;fraud - expiry dates changed;labelling/misdescription > fraud - expiry dates changed;france;26-5-2023
alert;scopolamine;biocontaminants > tropane alkaloids > scopolamine;germany;25-5-2023
border rejection;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;pakistan;25-5-2023
alert;scopolamine;biocontaminants > tropane alkaloids > scopolamine;germany;25-5-2023
border rejection;thiamethoxam, propiconazole, tricyclazole;pesticides > neonicotinoid > thiamethoxam, pesticides > triazole > propiconazole, pesticides > tricyclazole;india;25-5-2023
border rejection;imidacloprid, thiamethoxam;pesticides > neonicotinoid > imidacloprid, pesticides > neonicotinoid > thiamethoxam;india;25-5-2023
border rejection;thiamethoxam, tricyclazole, imidacloprid;pesticides > neonicotinoid > thiamethoxam, pesticides > tricyclazole, pesticides > neonicotinoid > imidacloprid;india;25-5-2023
border rejection;solidification, bad smell / off odor, moulds;solidification, bad smell / off odor, non-pathogenic microorganisms > moulds;australia;24-5-2023
border rejection;aflatoxin b1, aflatoxin b2;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2;united states;24-5-2023
border rejection;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;india;24-5-2023
border rejection;solidification, bad smell / off odor, moulds;solidification, bad smell / off odor, non-pathogenic microorganisms > moulds;australia;24-5-2023
border rejection;unauthorised colour;unauthorised colour;mexico;23-5-2023
border rejection;unauthorised colour;unauthorised colour;mexico;23-5-2023
border rejection;pesticides;pesticides;pakistan;23-5-2023
border rejection;unauthorised colour;unauthorised colour;mexico;23-5-2023
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2023
border rejection;misbranding;labelling/misdescription > misbranding;ethiopia;23-5-2023
border rejection;unauthorised colour;unauthorised colour;mexico;23-5-2023
border rejection;pesticides;pesticides;pakistan;23-5-2023
alert;scopolamine;biocontaminants > tropane alkaloids > scopolamine;france;23-5-2023
border rejection;pesticides;pesticides;pakistan;23-5-2023
border rejection;pesticides;pesticides;pakistan;23-5-2023
border rejection;pesticides;pesticides;pakistan;23-5-2023
border rejection;pesticides;pesticides;pakistan;23-5-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;netherlands;22-5-2023
border rejection;tebuconazole;pesticides > triazole > tebuconazole;pakistan;22-5-2023
border rejection;unauthorised tricyclazole;chemical compound (unauthorised) > unauthorised tricyclazole;india;22-5-2023
alert;pesticides;pesticides;netherlands;22-5-2023
border rejection;pesticides;pesticides;pakistan;20-5-2023
alert;packaging defect;;france;19-5-2023
alert;eggs and products thereof, cereals containing gluten and products thereof, mislabelled;eggs and products thereof, cereals containing gluten and products thereof, labelling/misdescription > mislabelled;japan;19-5-2023
alert;damaged packaging, moulds;damaged packaging, non-pathogenic microorganisms > moulds;japan;19-5-2023
alert;damaged packaging, moulds;damaged packaging, non-pathogenic microorganisms > moulds;japan;19-5-2023
alert;damaged packaging, moulds;damaged packaging, non-pathogenic microorganisms > moulds;japan;19-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;18-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;18-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;18-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
border rejection;pesticides;pesticides;pakistan;17-5-2023
border rejection;thiamethoxam;pesticides > neonicotinoid > thiamethoxam;india;17-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
border rejection;pesticides;pesticides;pakistan;17-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;17-5-2023
alert;processing;processing;japan;16-5-2023
border rejection;pesticides;pesticides;pakistan;16-5-2023
border rejection;pesticides;pesticides;pakistan;16-5-2023
alert;mislabelled, sesame seeds and products thereof;labelling/misdescription > mislabelled, sesame seeds and products thereof;japan;16-5-2023
border rejection;other not classified fraud hazards;other not classified fraud hazards;mexico;16-5-2023
border rejection;acetamiprid, tebuconazole, carbendazim;pesticides > neonicotinoid > acetamiprid, pesticides > triazole > tebuconazole, pesticides > benzimidazole > carbendazim;pakistan;15-5-2023
border rejection;tebuconazole, carbendazim;pesticides > triazole > tebuconazole, pesticides > benzimidazole > carbendazim;pakistan;15-5-2023
alert;pesticides;pesticides;italy;12-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;12-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;12-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;12-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;12-5-2023
alert;mustard and products thereof;mustard and products thereof;spain;12-5-2023
alert;mustard and products thereof;mustard and products thereof;spain;12-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;12-5-2023
border rejection;missing required nutrition information;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information;brazil;12-5-2023
border rejection;inadequate processing;processing > inadequate processing;ecuador;10-5-2023
border rejection;fenitrothion;pesticides > organophosphate > fenitrothion;australia;10-5-2023
border rejection;pesticides;pesticides;pakistan;9-5-2023
border rejection;pesticides;pesticides;pakistan;9-5-2023
border rejection;pirimiphos-methyl;pesticides > organophosphate > pirimiphos-methyl;belgium;9-5-2023
border rejection;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;china;8-5-2023
alert;cereals containing gluten and products thereof;cereals containing gluten and products thereof;japan;8-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-5-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;5-5-2023
alert;fumonisins;mycotoxin > fumonisins;spain;5-5-2023
border rejection;sulphur dioxide and sulphites;sulphur dioxide and sulphites;china;4-5-2023
alert;mustard and products thereof;mustard and products thereof;italy;4-5-2023
border rejection;tebuconazole;pesticides > triazole > tebuconazole;pakistan;4-5-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-5-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-5-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-5-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;3-5-2023
border rejection;pesticides;pesticides;guyana;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
border rejection;pesticides;pesticides;guyana;1-5-2023
border rejection;pesticides;pesticides;guyana;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
alert;gluten free;labelling/misdescription > misbranding > false marketing claims > product category/characteristics > gluten free;united states;1-5-2023
border rejection;pesticides;pesticides;guyana;1-5-2023
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;29-4-2023
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;29-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;netherlands;29-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;germany;28-4-2023
border rejection;pesticides;pesticides;india;28-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;italy;28-4-2023
alert;salmonella;pathogen > pathogenic bacteria > salmonella;burkina faso;28-4-2023
alert;salmonella infantis;pathogen > pathogenic bacteria > salmonella > salmonella infantis;united states;28-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;germany;28-4-2023
alert;salmonella infantis;pathogen > pathogenic bacteria > salmonella > salmonella infantis;united states;28-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;france;28-4-2023
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;germany;28-4-2023
alert;salmonella infantis;pathogen > pathogenic bacteria > salmonella > salmonella infantis;united states;28-4-2023
alert;salmonella infantis;pathogen > pathogenic bacteria > salmonella > salmonella infantis;united states;28-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-4-2023
border rejection;unauthorised colour, missing required nutrition information, artificial colourants/synthetic dyes;unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-4-2023
alert;incorrect labeling;labelling/misdescription > incorrect labeling;israel;27-4-2023
border rejection;unauthorised colour, missing required nutrition information, artificial colourants/synthetic dyes;unauthorised colour, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;27-4-2023
border rejection;solidification, moulds, bad smell / off odor;solidification, non-pathogenic microorganisms > moulds, bad smell / off odor;thailand;26-4-2023
border rejection;aflatoxin b1;mycotoxin > aflatoxin > aflatoxin b1;laos;26-4-2023
border rejection;moulds, bad smell / off odor;non-pathogenic microorganisms > moulds, bad smell / off odor;united states;26-4-2023
border rejection;e 200 - sorbic acid unauthorised;e 200 - sorbic acid unauthorised;china;26-4-2023
border rejection;abnormal smell, moulds;abnormal smell, non-pathogenic microorganisms > moulds;united states;26-4-2023
border rejection;aflatoxin b2;mycotoxin > aflatoxin > aflatoxin b2;laos;26-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;26-4-2023
border rejection;solidification, bad smell / off odor, moulds;solidification, bad smell / off odor, non-pathogenic microorganisms > moulds;thailand;26-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-4-2023
border rejection;imidacloprid;pesticides > neonicotinoid > imidacloprid;guyana;25-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;25-4-2023
border rejection;thiamethoxam, unauthorised tricyclazole;pesticides > neonicotinoid > thiamethoxam, chemical compound (unauthorised) > unauthorised tricyclazole;india;21-4-2023
alert;brazil nut;nuts > brazil nut;united kingdom;21-4-2023
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
border rejection;incorrect labeling, artificial colourants/synthetic dyes;labelling/misdescription > incorrect labeling, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;mexico;21-4-2023
