Incident Type;Specific Hazards;Hazard Subcategory Paths;Origins;Date
alert;milk and products thereof;milk and products thereof;canada;30-12-2022
alert;plastic fragment;plastic fragment;canada;30-12-2022
alert;hazelnut, cereals containing gluten and products thereof, milk and products thereof;nuts > hazelnut, cereals containing gluten and products thereof, milk and products thereof;netherlands;30-12-2022
alert;hazelnut, milk and products thereof, cereals containing gluten and products thereof, soybeans and products thereof;nuts > hazelnut, milk and products thereof, cereals containing gluten and products thereof, soybeans and products thereof;denmark;29-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;sulphite unauthorised;sulphite unauthorised;france;28-12-2022
alert;milk and products thereof;milk and products thereof;canada;24-12-2022
alert;milk and products thereof;milk and products thereof;canada;24-12-2022
alert;almond;nuts > almond;belgium;23-12-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;germany;23-12-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-12-2022
alert;milk and products thereof, vegan/vegetarian;milk and products thereof, labelling/misdescription > misbranding > false marketing claims > product category/characteristics > vegan/vegetarian;finland;22-12-2022
alert;almond;nuts > almond;belgium;22-12-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-12-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-12-2022
alert;milk and products thereof;milk and products thereof;canada;14-12-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-12-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-12-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-12-2022
alert;almond;nuts > almond;sweden;14-12-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;14-12-2022
alert;peanuts and products thereof, mislabelled;peanuts and products thereof, labelling/misdescription > mislabelled;united states;6-12-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;6-12-2022
alert;sugars/sweeteners;adulteration (ema) > addition > enhancers/neutralizers > sugars/sweeteners;france;1-12-2022
alert;sugars/sweeteners;adulteration (ema) > addition > enhancers/neutralizers > sugars/sweeteners;france;1-12-2022
border rejection;missing required nutrition information, unauthorised colour, insufficient labelling/documentation;labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, unauthorised colour, labelling/misdescription > insufficient labelling/documentation;canada;1-12-2022
alert;sugars/sweeteners;adulteration (ema) > addition > enhancers/neutralizers > sugars/sweeteners;france;1-12-2022
alert;sugars/sweeteners;adulteration (ema) > addition > enhancers/neutralizers > sugars/sweeteners;france;1-12-2022
alert;almond;nuts > almond;spain;1-12-2022
alert;sugars/sweeteners;adulteration (ema) > addition > enhancers/neutralizers > sugars/sweeteners;france;1-12-2022
border rejection;aflatoxin b1, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin g1;france;30-11-2022
border rejection;aflatoxin b1, aflatoxin b2;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2;lithuania;30-11-2022
alert;milk and products thereof;milk and products thereof;canada;25-11-2022
border rejection;misbranding, missing required nutrition information, insufficient labelling/documentation;labelling/misdescription > misbranding, labelling/misdescription > insufficient labelling/documentation > missing required nutrition information, labelling/misdescription > insufficient labelling/documentation;south korea;23-11-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;japan;21-11-2022
border rejection;incorrect labeling;labelling/misdescription > incorrect labeling;japan;21-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;milk and products thereof;milk and products thereof;canada;19-11-2022
alert;walnut;nuts > walnut;united states;17-11-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;17-11-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;17-11-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;17-11-2022
border rejection;unauthorised colour, artificial colourants/synthetic dyes;unauthorised colour, adulteration (ema) > addition > enhancers/neutralizers > artificial colourants/synthetic dyes;united kingdom;17-11-2022
alert;peanuts and products thereof;peanuts and products thereof;ireland;14-11-2022
alert;soybeans and products thereof, labelling/misdescription;soybeans and products thereof, labelling/misdescription;united states;14-11-2022
alert;peanuts and products thereof;peanuts and products thereof;united kingdom;10-11-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;indonesia;10-11-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;indonesia;10-11-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;indonesia;9-11-2022
border rejection;poor hygienic state;poor or insufficient controls > poor hygienic state;indonesia;9-11-2022
alert;insects;insects;italy;8-11-2022
alert;insects;insects;italy;8-11-2022
alert;almond, undeclared alcohol;nuts > almond, labelling/misdescription > misbranding > compositional deviation > undeclared constituent > undeclared alcohol;australia;7-11-2022
alert;milk and products thereof;milk and products thereof;canada;5-11-2022
border rejection;aflatoxin b1, aflatoxin b2;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2;italy;4-11-2022
alert;peanuts and products thereof;peanuts and products thereof;united states;2-11-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;31-10-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;31-10-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;31-10-2022
alert;2-chloroethanol and ethylene oxide;pesticides > organochlorine > 2-chloroethanol and ethylene oxide;germany;26-10-2022
border rejection;unauthorised use of colour e 122 - azorubine;unauthorised use of colour e 122 - azorubine;france;24-10-2022
alert;milk and products thereof, soybeans and products thereof, incorrect labeling;milk and products thereof, soybeans and products thereof, labelling/misdescription > incorrect labeling;belgium;17-10-2022
border rejection;aflatoxin b1, aflatoxin b2, aflatoxin g1;mycotoxin > aflatoxin > aflatoxin b1, mycotoxin > aflatoxin > aflatoxin b2, mycotoxin > aflatoxin > aflatoxin g1;italy;17-10-2022
alert;milk and products thereof;milk and products thereof;united states;14-10-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;italy;14-10-2022
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;russia;11-10-2022
alert;milk and products thereof;milk and products thereof;australia;30-9-2022
alert;milk and products thereof;milk and products thereof;united states;28-9-2022
alert;milk and products thereof;milk and products thereof;united kingdom;28-9-2022
alert;milk and products thereof;milk and products thereof;united kingdom;28-9-2022
alert;milk and products thereof;milk and products thereof;united kingdom;24-9-2022
border rejection;unauthorised use of colour e 122 - azorubine;unauthorised use of colour e 122 - azorubine;lebanon;22-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;21-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;21-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;21-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;21-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;21-9-2022
alert;milk and products thereof;milk and products thereof;united states;16-9-2022
border rejection;malathion;pesticides > organophosphate > malathion;ecuador;16-9-2022
alert;milk and products thereof;milk and products thereof;united states;16-9-2022
alert;milk and products thereof;milk and products thereof;united states;16-9-2022
alert;milk and products thereof;milk and products thereof;united states;16-9-2022
border rejection;malathion;pesticides > organophosphate > malathion;ecuador;16-9-2022
alert;milk and products thereof;milk and products thereof;united states;16-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;15-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;15-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;15-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;15-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;15-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;15-9-2022
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;turkey;13-9-2022
alert;cashew;nuts > cashew;united states;12-9-2022
border rejection;unauthorised food additive tbhq - tertiary butylhydroquinone;composition > unauthorised food additive tbhq - tertiary butylhydroquinone;indonesia;8-9-2022
border rejection;2,4-d;pesticides > 2,4-d;côte d'ivoire;5-9-2022
alert;milk and products thereof;milk and products thereof;canada;1-9-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;30-8-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;30-8-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;30-8-2022
alert;almond;nuts > almond;united kingdom;26-8-2022
alert;almond;nuts > almond;germany;26-8-2022
alert;peanuts and products thereof;peanuts and products thereof;scotland;24-8-2022
alert;peanuts and products thereof;peanuts and products thereof;scotland;24-8-2022
alert;peanuts and products thereof;peanuts and products thereof;scotland;24-8-2022
alert;peanuts and products thereof, other packaging issues;peanuts and products thereof;scotland;22-8-2022
alert;milk and products thereof;milk and products thereof;united states;5-8-2022
alert;milk and products thereof, cashew, hazelnut;milk and products thereof, nuts > cashew, nuts > hazelnut;canada;3-8-2022
alert;milk and products thereof, cashew, almond;milk and products thereof, nuts > cashew, nuts > almond;canada;3-8-2022
alert;milk and products thereof;milk and products thereof;canada;28-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-7-2022
border rejection;coliforms, unclassified bacteria;non-pathogenic microorganisms > coliforms, other not classified biological hazards > unclassified bacteria;vietnam;25-7-2022
alert;milk and products thereof;milk and products thereof;canada;23-7-2022
alert;milk and products thereof;milk and products thereof;canada;21-7-2022
border rejection;malathion;pesticides > organophosphate > malathion;ecuador;20-7-2022
alert;almond, walnut, pecan nut, nuts;nuts > almond, nuts > walnut, nuts > pecan nut, nuts;united states;19-7-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;19-7-2022
alert;milk and products thereof;milk and products thereof;canada;18-7-2022
alert;milk and products thereof;milk and products thereof;canada;15-7-2022
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;russia;15-7-2022
alert;milk and products thereof;milk and products thereof;canada;15-7-2022
alert;milk and products thereof;milk and products thereof;canada;15-7-2022
alert;milk and products thereof;milk and products thereof;canada;15-7-2022
alert;milk and products thereof;milk and products thereof;canada;15-7-2022
alert;milk and products thereof;milk and products thereof;canada;15-7-2022
border rejection;unclassified bacteria;other not classified biological hazards > unclassified bacteria;russia;12-7-2022
alert;milk and products thereof;milk and products thereof;canada;7-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;5-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;5-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;5-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;5-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;5-7-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;5-7-2022
border rejection;malathion;pesticides > organophosphate > malathion;ecuador;4-7-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;1-7-2022
border rejection;pesticides;pesticides;venezuela;30-6-2022
alert;sesame seeds and products thereof;sesame seeds and products thereof;canada;27-6-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;24-6-2022
alert;milk and products thereof;milk and products thereof;canada;24-6-2022
alert;milk and products thereof;milk and products thereof;canada;23-6-2022
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;canada;21-6-2022
alert;peanuts and products thereof;peanuts and products thereof;france;21-6-2022
border rejection;non-compliance to standards;poor or insufficient controls > non-compliance to standards;canada;21-6-2022
alert;milk and products thereof;milk and products thereof;united kingdom;20-6-2022
alert;peanuts and products thereof;peanuts and products thereof;france;17-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;16-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;16-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;16-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;16-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;16-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;16-6-2022
alert;almond;nuts > almond;belgium;14-6-2022
alert;almond;nuts > almond;ireland;14-6-2022
alert;milk and products thereof;milk and products thereof;united kingdom;10-6-2022
alert;milk and products thereof;milk and products thereof;united kingdom;10-6-2022
alert;milk and products thereof;milk and products thereof;united kingdom;10-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;6-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;6-6-2022
alert;milk and products thereof;milk and products thereof;united states;6-6-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;6-6-2022
alert;plastic fragment;plastic fragment;luxembourg;4-6-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;4-6-2022
alert;almond;nuts > almond;united kingdom;2-6-2022
border rejection;aflatoxin;mycotoxin > aflatoxin;mexico;2-6-2022
alert;milk and products thereof, cereals containing gluten and products thereof, barley;milk and products thereof, cereals containing gluten and products thereof, adulteration (ema) > substitution > cereals > barley;france;2-6-2022
alert;cadmium;heavy metals > cadmium;united states;27-5-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-5-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-5-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;27-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;26-5-2022
alert;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;italy;26-5-2022
alert;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;italy;26-5-2022
alert;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;italy;26-5-2022
alert;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;italy;26-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
alert;chlorpyrifos;pesticides > organophosphate > chlorpyrifos;ecuador;25-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;25-5-2022
border rejection;sweetener e 952 - cyclamate unauthorised;sweetener e 952 - cyclamate unauthorised;russia;24-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;24-5-2022
alert;incorrect labeling;labelling/misdescription > incorrect labeling;germany;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;incorrect labeling;labelling/misdescription > incorrect labeling;united kingdom;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;united states;23-5-2022
alert;almond, peanuts and products thereof;nuts > almond, peanuts and products thereof;united kingdom;17-5-2022
alert;hazelnut;nuts > hazelnut;canada;16-5-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;13-5-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;13-5-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;13-5-2022
border rejection;cadmium;heavy metals > cadmium;peru;13-5-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;13-5-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;13-5-2022
alert;soybeans and products thereof;soybeans and products thereof;united states;13-5-2022
border rejection;illegal trade;smuggling > illegal trade;trinidad and tobago;12-5-2022
alert;aflatoxin;mycotoxin > aflatoxin;luxembourg;11-5-2022
alert;aflatoxin, aflatoxin b1;mycotoxin > aflatoxin, mycotoxin > aflatoxin > aflatoxin b1;germany;10-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;7-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;5-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;5-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;5-5-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;5-5-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
border rejection;other not classified fraud hazards;other not classified fraud hazards;united states;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;israel;29-4-2022
alert;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;united states;28-4-2022
alert;salmonella typhimurium;pathogen > pathogenic bacteria > salmonella > salmonella typhimurium;united states;28-4-2022
alert;milk and products thereof;milk and products thereof;canada;27-4-2022
alert;hazelnut;nuts > hazelnut;netherlands;26-4-2022
alert;milk and products thereof;milk and products thereof;australia;26-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;25-4-2022
alert;cashew, hazelnut;nuts > cashew, nuts > hazelnut;australia;23-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;22-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;22-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;italy;22-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;italy;21-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;italy;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;20-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;19-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;19-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;14-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;14-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;14-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;belgium;13-4-2022
border rejection;2,4-d;pesticides > 2,4-d;venezuela;13-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;12-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;12-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;12-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;12-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;12-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;france;12-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
alert;salmonella;pathogen > pathogenic bacteria > salmonella;canada;11-4-2022
